SRA Project,Annotation,Runs
SRP111829,fungus,SRR5822948
SRP111826,fungus,SRR5822801
SRP098328,fungus,SRR5213860
SRP111834,fungus,SRR5823416
SRP111835,fungus,SRR5823420
SRP111825,fungus,SRR5822800
SRP098327,fungus,SRR5213859
SRP111830,fungus,SRR5822949
SRP063647,fungus,"SRR2387885,SRR2402951"
SRP040314,fungus,"SRR1199713,SRR1199945"
SRP005741,hot spring,"SRR100486,SRR107233,SRR107234,SRR107235,SRR107236,SRR107237,SRR107238,SRR107239,SRR107240,SRR107241,SRR107242,SRR107243"
SRP005736,hot spring,"SRR100555,SRR100559,SRR100562,SRR100564,SRR100565,SRR107197,SRR107198,SRR107199,SRR107200,SRR107201,SRR107202,SRR107203,SRR107204,SRR107205,SRR107206,SRR107207,SRR107208,SRR107209,SRR107210,SRR107212,SRR107213,SRR107214,SRR167647,SRR167648,SRR167649,SRR167650"
SRP041649,hot spring,"SRR1297186,SRR1297204"
SRP063292,hot spring,SRR2239652
ERP003911,hot spring,"ERR342782,ERR342783"
SRP110212,hot spring,SRR5747860
SRP110210,hot spring,SRR5747841
SRP110213,hot spring,SRR5747861
SRP082115,hot spring,SRR4030111
SRP082109,hot spring,SRR4030105
SRP108447,hot spring,SRR5641139
SRP082111,hot spring,SRR4030107
SRP104975,hot spring,SRR5468566
SRP104974,hot spring,SRR5468565
SRP078830,hot spring,SRR3929057
SRP082110,hot spring,SRR4030106
SRP104976,hot spring,SRR5468567
SRP104977,hot spring,SRR5468568
SRP099288,hot spring,SRR5247127
SRP104971,hot spring,SRR5468562
SRP104973,hot spring,SRR5468564
SRP104969,hot spring,SRR5468531
SRP104967,hot spring,SRR5468518
SRP104972,hot spring,SRR5468563
SRP098348,hot spring,SRR5214705
SRP098349,hot spring,SRR5214706
SRP118054,hot spring,SRR6049666
SRP098487,hot spring,SRR5216251
SRP098489,hot spring,SRR5216256
SRP109173,hot spring,SRR5682896
SRP109161,hot spring,SRR5682141
SRP109154,hot spring,"SRR5682117,SRR5682118"
SRP109157,hot spring,SRR5682125
SRP109178,hot spring,SRR5682979
SRP082106,hot spring,SRR4030102
SRP107661,hot spring,SRR5580903
SRP107658,hot spring,SRR5580900
SRP107657,hot spring,SRR5580899
SRP107659,hot spring,SRR5580901
SRP107660,hot spring,SRR5580902
SRP107663,hot spring,SRR5581334
SRP098488,hot spring,SRR5216255
SRP098490,hot spring,SRR5216258
SRP104401,hot spring,SRR5460938
SRP104421,hot spring,SRR5461422
SRP104368,hot spring,SRR5460700
SRP104430,hot spring,SRR5461472
SRP104449,hot spring,SRR5461609
SRP104367,hot spring,SRR5460699
SRP104556,hot spring,SRR5462539
SRP104553,hot spring,SRR5462536
SRP104705,hot spring,SRR5465822
SRP104641,hot spring,SRR5463383
SRP104602,hot spring,SRR5462632
SRP104643,hot spring,SRR5463384
SRP104672,hot spring,SRR5464509
SRP104701,hot spring,SRR5465819
SRP081725,hot spring,SRR4027954
SRP081681,hot spring,SRR4027810
SRP081789,hot spring,SRR4028098
SRP099281,hot spring,SRR5247111
SRP098341,hot spring,SRR5214154
SRP098342,hot spring,SRR5214155
SRP099390,hot spring,"SRR5248875,SRR5248876"
SRP099343,hot spring,SRR5248301
SRP099344,hot spring,SRR5248302
SRP099348,hot spring,SRR5248365
SRP099315,hot spring,"SRR5248159,SRR5248160,SRR5248161,SRR5248162,SRR5248166"
SRP099342,hot spring,SRR5248300
SRP099314,hot spring,"SRR5248150,SRR5248151,SRR5248152,SRR5248153,SRR5248154,SRR5248155,SRR5248156,SRR5248157,SRR5248158,SRR5248167"
SRP099341,hot spring,SRR5248299
SRP073889,hot spring,"SRR3439968,SRR3440026"
SRP107295,hot spring,SRR5574655
SRP099653,hot spring,SRR5256710
SRP097862,hot spring,SRR5204553
SRP100234,hot spring,"SRR5271179,SRR5271180,SRR5271181,SRR5271182,SRR5271183,SRR5817583"
SRP100235,hot spring,"SRR5271184,SRR5271185,SRR5271186,SRR5271187,SRR5271188,SRR5271189"
ERP021546,hot spring,"ERR1846294,ERR1846295"
SRP052733,hot spring,"SRR1768463,SRR1768464"
ERP011237,hot spring,ERR975001
SRP005833,hot spring,"SRR101172,SRR101173"
SRP104978,hot spring,SRR5468574
SRP099287,hot spring,SRR5247126
SRP082102,hot spring,SRR4030098
SRP109146,hot spring,SRR5681517
SRP005282,hot spring,"SRR097824,SRR097836"
SRP092539,human,"SRR4885938,SRR4885939,SRR4885940,SRR4885941,SRR4885942,SRR4885943,SRR4885945"
SRP068830,human,SRR3115161
SRP004493,human,"SRR074386,SRR074387"
SRP002397,human,SRR085109
SRP002012,human,"SRR050103,SRR050159,SRR050205,SRR050301,SRR050302,SRR050373,SRR055409,SRR055492,SRR055498,SRR056386,SRR056396,SRR056408,SRR058637"
SRP004311,human,"SRR072233,SRR172902,SRR172903"
SRP002163,human,
SRP116264,human,"SRR5980292,SRR5980293,SRR5980294,SRR5980295,SRR5980296,SRR5980298,SRR5980299,SRR5980300,SRR5980301,SRR5980306,SRR5980307,SRR5980308,SRR5980309,SRR5980310,SRR5980311,SRR5980312,SRR5980313,SRR5980332,SRR5980333,SRR5980334,SRR5980335,SRR5980336,SRR5980337,SRR5980338,SRR5980339,SRR5980340,SRR5980341"
ERP010075,human,"ERR844243,ERR844244,ERR844245,ERR844246,ERR844247,ERR844248,ERR844249,ERR844250,ERR844251,ERR844253,ERR844254,ERR844255,ERR844257,ERR844259,ERR844260,ERR844261,ERR844262,ERR844263,ERR844264,ERR844265,ERR844266,ERR844267,ERR844268,ERR844269,ERR844270,ERR844271,ERR844272,ERR844273,ERR844274,ERR844276,ERR844277,ERR844278,ERR844279,ERR844280,ERR844281,ERR844282,ERR844283,ERR844284,ERR844285,ERR844286,ERR844287,ERR844288,ERR844289,ERR844290,ERR844291,ERR844292,ERR844293,ERR844294,ERR844295,ERR844296,ERR844297,ERR844299,ERR844301,ERR844303,ERR844304,ERR844305,ERR844306,ERR844307,ERR844309,ERR844310,ERR844311,ERR844312,ERR844314,ERR844315,ERR844316,ERR844317,ERR844318,ERR844319,ERR844320,ERR844321,ERR844322,ERR844323,ERR844325,ERR844326,ERR844327,ERR844328,ERR844329,ERR844330,ERR844331,ERR844332,ERR844333,ERR844334,ERR844335,ERR844336,ERR844337,ERR844338,ERR844339,ERR844340,ERR844341,ERR844342,ERR844343,ERR844344"
SRP078001,human,"SRR4032464,SRR4032465,SRR4032466,SRR4032467,SRR4032468,SRR4032469,SRR4032470,SRR4032471,SRR4032472,SRR4032473,SRR4032474,SRR4032475,SRR4032476,SRR4032477,SRR4032478,SRR4032479,SRR4032480,SRR4032481,SRR4032482,SRR4032483,SRR4032484,SRR4032485,SRR4032486,SRR4032487,SRR4032488,SRR4032489,SRR4032490,SRR4032491,SRR4032492,SRR4032493,SRR4032494,SRR4032495,SRR4032496,SRR4032497,SRR4032498,SRR4032499,SRR4032500,SRR4032501,SRR4032504,SRR4032505,SRR4032506,SRR4032507,SRR4032508,SRR4032509,SRR4032510,SRR4032512,SRR4032513,SRR4032514,SRR4032515,SRR4032516,SRR4032521,SRR4032522,SRR4032523,SRR4032524,SRR4032525,SRR4032526,SRR4032527,SRR4032530,SRR4032531,SRR4032532,SRR4032533,SRR4032534,SRR4032537,SRR4032538,SRR4032541,SRR4032542,SRR4032543,SRR4032544,SRR4032545,SRR4032548,SRR4032549,SRR4032551,SRR4032552,SRR4032553,SRR4032554,SRR4032555,SRR4032556,SRR4032557,SRR4032558,SRR4032559,SRR4032560,SRR4032561,SRR4032562,SRR4032563,SRR4032564,SRR4032565,SRR4032566,SRR4032567,SRR4032568,SRR4032569,SRR4032570,SRR4032571,SRR4032572,SRR4032573,SRR4032574,SRR4032575,SRR4032577,SRR4032578,SRR4032579,SRR4032580,SRR4032581,SRR4032582,SRR4032583,SRR4032584,SRR4032585,SRR4032586,SRR4032587,SRR4032588,SRR4032589,SRR4032590,SRR4032591,SRR4032594,SRR4032595,SRR4032596,SRR4032597,SRR4032598,SRR4032599,SRR4032600,SRR4032601,SRR4032602,SRR4032603,SRR4032604,SRR4032607,SRR4032608,SRR4032609,SRR4032610,SRR4032611,SRR4032612,SRR4032613,SRR4032614,SRR4032615,SRR4032616,SRR4032617,SRR4032618,SRR4032619,SRR4032620,SRR4032621,SRR4032622,SRR4032623,SRR4032624,SRR4032625,SRR4032626,SRR4032627,SRR4032628,SRR4032629,SRR4032630,SRR4032631,SRR4032632,SRR4032633,SRR4032634,SRR4032635,SRR4032636,SRR4032637,SRR4032638,SRR4032639,SRR4032640,SRR4032641,SRR4032642,SRR4032643,SRR5512720,SRR5512721,SRR5512722,SRR5512723,SRR5512724,SRR5512725,SRR5512726,SRR5512727,SRR5512728"
ERP005472,human,ERR472931
ERP000373,human,"ERR205976,ERR205977,ERR205978,ERR205979,ERR205981,ERR205985,ERR205986,ERR205988,ERR205989,ERR205990,ERR205991,ERR205992,ERR205993,ERR205994,ERR205995,ERR205996,ERR205997,ERR205998,ERR205999,ERR206000,ERR206001,ERR206002,ERR206003,ERR206004,ERR206005,ERR206006,ERR206007,ERR206008,ERR206010,ERR206011,ERR206012,ERR206013,ERR206014,ERR206015,ERR206016,ERR206017,ERR206018,ERR206020,ERR206021,ERR206022,ERR206023,ERR206024,ERR206025,ERR206026,ERR206027,ERR206028,ERR206029,ERR206030,ERR206031,ERR206034,ERR206035,ERR206036,ERR206037,ERR206038,ERR206039,ERR206040,ERR206041,ERR206042,ERR206043,ERR206044,ERR206045,ERR206046,ERR206047,ERR206048,ERR206049,ERR206050,ERR206051,ERR206052,ERR206053,ERR206054,ERR206055,ERR206056,ERR206057,ERR206058,ERR206059,ERR206060,ERR206061,ERR206062,ERR206063,ERR206064,ERR206065,ERR206066,ERR206067,ERR206069,ERR206070,ERR206071,ERR206073,ERR206074,ERR206075,ERR206076,ERR206077,ERR206078,ERR206079,ERR206080,ERR206081,ERR206082,ERR206084,ERR206085,ERR206087,ERR206088,ERR206089,ERR206090,ERR206091,ERR206092,ERR206093,ERR206094,ERR206095,ERR206096,ERR206097,ERR206098,ERR206099,ERR206100,ERR206101,ERR206102,ERR206103,ERR206104,ERR206105,ERR206106,ERR206107,ERR206108,ERR206109,ERR206110,ERR206111,ERR206112,ERR206113,ERR206114,ERR206115,ERR206116,ERR206117,ERR206118,ERR206119,ERR206120,ERR206121,ERR206122,ERR206123,ERR206124,ERR206125,ERR206126,ERR206127,ERR206128,ERR206129,ERR206130,ERR206131,ERR206132,ERR206133,ERR206134,ERR206135,ERR206136,ERR206137,ERR206138,ERR206139,ERR206140,ERR206143,ERR206146,ERR206147,ERR206148,ERR206149,ERR206150,ERR206151,ERR206152,ERR206153,ERR206154,ERR206155,ERR206156,ERR206157,ERR206158,ERR206159,ERR206160,ERR206161,ERR206162,ERR206163,ERR206164,ERR206166,ERR206167,ERR206168,ERR206169,ERR206170,ERR206171,ERR206172,ERR206173,ERR206174,ERR206175,ERR206176,ERR206177,ERR206178,ERR206179,ERR206181,ERR206182,ERR206183,ERR206185,ERR206186,ERR206188,ERR206189,ERR206190,ERR206191,ERR206192,ERR206193,ERR206195,ERR206196,ERR206197,ERR206198,ERR206199,ERR206200,ERR206201,ERR206202,ERR206203,ERR206204,ERR206205,ERR206206,ERR206207,ERR206208,ERR206209,ERR206210,ERR206211,ERR206212,ERR206213,ERR206214,ERR206215,ERR206216,ERR206217,ERR206218,ERR206220,ERR206221,ERR206222,ERR206223,ERR206224,ERR206225,ERR206226,ERR206227,ERR206228,ERR206229,ERR206230,ERR206231,ERR206232,ERR206233,ERR206234,ERR206235,ERR206237,ERR206239,ERR206241,ERR206242,ERR206243,ERR206244,ERR206245,ERR206246,ERR206247,ERR206248,ERR206250,ERR206252,ERR206254,ERR206255,ERR206257,ERR206258,ERR211593,ERR211594,ERR223086,ERR223087,ERR223088,ERR223089,ERR223090,ERR223091,ERR223092,ERR223093,ERR223094,ERR223095,ERR223096,ERR223097,ERR223098,ERR223099,ERR223100,ERR223101,ERR223102,ERR223103,ERR223104,ERR223105,ERR223106,ERR223107,ERR223108,ERR223109,ERR237535,ERR245509,ERR245510,ERR245511,ERR245512,ERR245513,ERR245514,ERR245515,ERR245516,ERR245517,ERR302450,ERR302451,ERR302452,ERR302453,ERR302454,ERR302455,ERR302456,ERR304538,ERR304539,ERR304540,ERR304541,ERR304542,ERR304543,ERR403425,ERR403426,ERR403428,ERR403432,ERR403433,ERR403434,ERR403435,ERR403436,ERR403437,ERR403438,ERR403439,ERR403440,ERR403441,ERR403442"
SRP024705,human blood,"SRR908432,SRR908433,SRR908436,SRR908437,SRR908438,SRR908440,SRR908441,SRR908442,SRR908443,SRR908444,SRR908448,SRR908450,SRR908451,SRR908452,SRR908453"
SRP017796,human blood,"SRR645822,SRR668841"
SRP014911,human blood,"SRR544882,SRR544883,SRR545724,SRR545726,SRR545928,SRR545929,SRR545930,SRR545931,SRR545932,SRR545934,SRR546397"
SRP043552,human blood,SRR1460560
SRP109147,human blood,"SRR5681832,SRR5681851"
SRP062294,human blood,SRR2155546
SRP062296,human blood,SRR2155548
SRP017595,human blood,SRR636530
SRP055501,human blood,"SRR1818319,SRR1818320,SRR2130126"
SRP102377,human blood,SRR5369050
SRP011425,human blood,"SRR453424,SRR453425,SRR453433,SRR453434,SRR453453,SRR453457,SRR453462,SRR453467,SRR453471,SRR453479,SRR453491,SRR453507"
SRP066211,human blood,SRR2940888
SRP102763,human blood,"SRR5397297,SRR5397298,SRR5397299,SRR5397300"
SRP103289,human bone,"SRR5429399,SRR5429400,SRR5429401,SRR5429402,SRR5429403,SRR5429404,SRR5429405,SRR5429406,SRR5429407,SRR5429408,SRR5429410,SRR5429411,SRR5429413,SRR5429414,SRR5429415,SRR5429417,SRR5429419,SRR5429421,SRR5429422"
SRP029257,human bone,"SRR957738,SRR957739,SRR957740,SRR957741,SRR957742,SRR957743,SRR957744,SRR957745,SRR957746"
ERP021830,human bone,"ERR1880923,ERR1880924,ERR1880925,ERR1880926,ERR1880927,ERR1880928,ERR1880929,ERR1880931,ERR1880932,ERR1880933,ERR1883815,ERR1883816,ERR1883817,ERR1883818,ERR1883819,ERR1883820,ERR1883821,ERR1883822,ERR1883823,ERR1883824,ERR1883825,ERR1883826,ERR1883827,ERR1883828,ERR1883829,ERR1883830,ERR1883831,ERR1883832,ERR1883833,ERR1883834,ERR1883835,ERR1883837,ERR1883838,ERR1883840,ERR1883841,ERR1883842,ERR1883843,ERR1883845,ERR1883846,ERR1883848,ERR1883849,ERR1883850,ERR1883851,ERR1883852,ERR1883855,ERR1883856,ERR1883857,ERR1883858,ERR1883859,ERR1883860,ERR1883861,ERR1883862,ERR1883863,ERR1883864,ERR1883865,ERR1883866,ERR1883867,ERR1883868,ERR1883869,ERR1883870,ERR1883871,ERR1883872,ERR1883873,ERR1883874,ERR1883875,ERR1883876,ERR1883878,ERR1883879,ERR1883880,ERR1883881,ERR1883882,ERR1883883,ERR1883884,ERR1883885,ERR1883886,ERR1883887,ERR1883888,ERR1883889,ERR1883890,ERR1883891,ERR1883892,ERR1883893,ERR1883894,ERR1883895,ERR1883896,ERR1883898,ERR1883904,ERR1883908,ERR1883912,ERR1883913,ERR1883914,ERR1883918,ERR1883919,ERR1883924,ERR1883927,ERR1883931,ERR1883934,ERR1883949,ERR1883950,ERR1883952,ERR1883954,ERR1883967,ERR1883969,ERR1883973,ERR1883993,ERR1884003,ERR1884004,ERR1884005,ERR1884006,ERR1884007,ERR1884008,ERR1884009,ERR1884010,ERR1884011,ERR1884012,ERR1884013,ERR1884014,ERR1884015,ERR1884016,ERR1884017,ERR1884018,ERR1884019,ERR1884020,ERR1884021,ERR1884022,ERR1884023,ERR1884024,ERR1884025,ERR1884026,ERR1884027,ERR1884028,ERR1884029,ERR1884030,ERR1884031,ERR1884032,ERR1884033,ERR1884034,ERR1884035,ERR1884036,ERR1884037,ERR1884038,ERR1884039,ERR1884040,ERR1884041,ERR1884042,ERR1884043,ERR1884044,ERR1884045,ERR1884046,ERR1884047,ERR1884048,ERR1884049,ERR1884050,ERR1884051,ERR1884052,ERR1884053,ERR1884054,ERR1884055,ERR1884056,ERR1884057,ERR1884058,ERR1884059,ERR1884060,ERR1884061,ERR1884062,ERR1884063,ERR1884064,ERR1884065,ERR1884066,ERR1884067,ERR1884068,ERR1884069,ERR1884070,ERR1884073,ERR1884074,ERR1884075,ERR1884076,ERR1884077,ERR1884078,ERR1884079,ERR1884080,ERR1884081,ERR1884082,ERR1884083,ERR1884084,ERR1884085,ERR1884086,ERR1884087,ERR1884088,ERR1884089,ERR1884090,ERR1884091,ERR1884092,ERR1884093,ERR1884094,ERR1884095,ERR1884096,ERR1884097,ERR1884098,ERR1884099,ERR1884100,ERR1884101,ERR1884102,ERR1884103,ERR1884104,ERR1884105,ERR1884106,ERR1884107,ERR1884108,ERR1884109,ERR1884110,ERR1884111,ERR1884112,ERR1884113,ERR1884114,ERR1884115,ERR1884116,ERR1884117,ERR1884118,ERR1884119,ERR1884120,ERR1884121,ERR1884122,ERR1884123,ERR1884124,ERR1884125,ERR1884126,ERR1884127,ERR1884128,ERR1884129,ERR1884130,ERR1884131,ERR1884132,ERR1884133,ERR1884134,ERR1884135,ERR1884136,ERR1884137,ERR1884138,ERR1884140,ERR1884141,ERR1884142,ERR1884143,ERR1884144,ERR1884145,ERR1884146,ERR1884147,ERR1884148,ERR1884149,ERR1884150,ERR1884151,ERR1884152,ERR1884153,ERR1884154,ERR1884155,ERR1884156,ERR1884157,ERR1884158,ERR1884159,ERR1884160,ERR1884161,ERR1884162,ERR1884163,ERR1884164,ERR1884165,ERR1884166,ERR1884167,ERR1884168,ERR1884169,ERR1884170,ERR1884171,ERR1884172,ERR1884173,ERR1884174,ERR1884175,ERR1884176,ERR1884177,ERR1884178,ERR1884179,ERR1884180,ERR1884181,ERR1884182,ERR1884183,ERR1884184,ERR1884185,ERR1884186,ERR1884187,ERR1884188,ERR1884189,ERR1884190,ERR1884191,ERR1884192,ERR1884193,ERR1884194,ERR1884195,ERR1884196,ERR1884197,ERR1884198,ERR1884199,ERR1884200,ERR1884201,ERR1884202,ERR1884203,ERR1884204,ERR1884205,ERR1884206,ERR1884207,ERR1884208,ERR1884209,ERR1884210,ERR1884211,ERR1884212,ERR1884213,ERR1884214,ERR1884215,ERR1884216,ERR1884217,ERR1884218,ERR1884219,ERR1884220,ERR1884221,ERR1884222,ERR1884223,ERR1884224,ERR1884225,ERR1884226,ERR1884227,ERR1884228,ERR1884229,ERR1883836,ERR1883839,ERR1883844,ERR1883877,ERR1880930,ERR1883847"
SRP022139,human bone,"SRR847037,SRR847038,SRR847040,SRR847041,SRR847043,SRR847044,SRR847050,SRR847052,SRR847056,SRR847058,SRR847063,SRR847066,SRR847067,SRR847077,SRR847078,SRR847081,SRR847082,SRR847084,SRR847085,SRR847086,SRR847088,SRR847702"
SRP022977,human bone,"SRR866660,SRR866662,SRR866663,SRR866664,SRR866665,SRR866666,SRR866667,SRR867031,SRR867032,SRR867033,SRR867034,SRR867035,SRR867036,SRR867037,SRR867038,SRR867039,SRR867040,SRR867041,SRR867042"
SRP071354,human brain,"SRR3214087,SRR3214088,SRR3214089,SRR3214091,SRR3214093,SRR3214094,SRR3214095,SRR3214096,SRR3214097"
SRP055498,human brain,"SRR1818310,SRR1818311"
SRP067571,human eye,"SRR3033169,SRR3033245,SRR3033274"
SRP078679,human eye,SRR3927073
SRP028519,human gut,SRR947995
ERP024243,human gut,"ERR2045085,ERR2045086,ERR2045087,ERR2045088,ERR2045089,ERR2045090,ERR2045091,ERR2045092,ERR2045093,ERR2045094,ERR2045095,ERR2045096,ERR2045097,ERR2045098,ERR2045099,ERR2045100,ERR2045101,ERR2045102,ERR2045103,ERR2045104,ERR2045105,ERR2045106,ERR2045107,ERR2045108,ERR2045109,ERR2045110,ERR2045111,ERR2045112,ERR2045113,ERR2045114,ERR2045115,ERR2045116,ERR2045117,ERR2045118,ERR2045119,ERR2045120,ERR2045121,ERR2045122,ERR2045123,ERR2045124,ERR2045125,ERR2045126,ERR2045127,ERR2045128,ERR2045129,ERR2045130,ERR2045131,ERR2045132,ERR2045133,ERR2045134,ERR2045135,ERR2045136,ERR2045137,ERR2045138,ERR2045139,ERR2045140,ERR2045141,ERR2045142,ERR2045143,ERR2045144,ERR2045145,ERR2045146,ERR2045147,ERR2045148,ERR2045149,ERR2045150,ERR2045151,ERR2045152,ERR2045153,ERR2045154,ERR2045155,ERR2045156,ERR2045157,ERR2045158,ERR2045159"
SRP000319,human gut,"SRR029686,SRR029687,SRR029688,SRR029689,SRR029690,SRR029691,SRR029692,SRR029693,SRR029694,SRR029695,SRR029696,SRR029697,SRR029698,SRR029699,SRR029701,SRR029702,SRR029703"
SRP115082,human gut,"SRR5925320,SRR5925321,SRR5925322,SRR5925323,SRR5925326,SRR5925328,SRR5925329,SRR5925330,SRR5925331,SRR5925332,SRR5925334,SRR5925335,SRR5925336,SRR5925337,SRR5925338,SRR5925339,SRR5925340,SRR5925341,SRR5925342,SRR5925343,SRR5925344,SRR5925345,SRR5925346,SRR5925347,SRR5925348,SRR5925350,SRR5925351,SRR5925352,SRR5925353,SRR5925354,SRR5925355,SRR5925356,SRR5925357,SRR5925358,SRR5925359,SRR5925360,SRR5925361,SRR5925362,SRR5925363,SRR5925364,SRR5925365,SRR5925333,SRR5925349,SRR5925324,SRR5925325,SRR5925327"
SRP008047,human gut,"SRR341581,SRR341582,SRR341583,SRR341584,SRR341585,SRR341586,SRR341587,SRR341588,SRR341589,SRR341590,SRR341591,SRR341592,SRR341593,SRR341594,SRR341595,SRR341596,SRR341597,SRR341598,SRR341599,SRR341600,SRR341601,SRR341602,SRR341603,SRR341604,SRR341605,SRR341606,SRR341607,SRR341608,SRR341609,SRR341610,SRR341611,SRR341612,SRR341613,SRR341614,SRR341615,SRR341616,SRR341617,SRR341618,SRR341619,SRR341620,SRR341621,SRR341622,SRR341623,SRR341624,SRR341625,SRR341626,SRR341627,SRR341628,SRR341629,SRR341630,SRR341631,SRR341632,SRR341633,SRR341634,SRR341635,SRR341636,SRR341637,SRR341638,SRR341639,SRR341640,SRR341641,SRR341642,SRR341643,SRR341644,SRR341645,SRR341646,SRR341647,SRR341648,SRR341649,SRR341650,SRR341651,SRR341652,SRR341653,SRR341654,SRR341655,SRR341656,SRR341657,SRR341658,SRR341659,SRR341660,SRR341661,SRR341662,SRR341663,SRR341664,SRR341665,SRR341666,SRR341667,SRR341668,SRR341669,SRR341670,SRR341671,SRR341672,SRR341673,SRR341674,SRR341675,SRR341676,SRR341677,SRR341678,SRR341679,SRR341680,SRR341681,SRR341682,SRR341683,SRR341684,SRR341685,SRR341686,SRR341687,SRR341688,SRR341689,SRR341690,SRR341691,SRR341692,SRR341693,SRR341694,SRR341695,SRR341696,SRR341697,SRR341698,SRR341699,SRR341700,SRR341701,SRR341702,SRR341703,SRR341704,SRR341705,SRR341706,SRR341707,SRR341708,SRR341709,SRR341710,SRR341711,SRR341713,SRR341714,SRR341715,SRR341716,SRR341717,SRR341718,SRR341719,SRR341720,SRR341721,SRR341722,SRR341724,SRR341725"
SRP011011,human gut,"SRR1778450,SRR1778451,SRR1778452,SRR1778453,SRR1778454,SRR1778455,SRR1778456,SRR413556,SRR413557,SRR413558,SRR413559,SRR413560,SRR413561,SRR413562,SRR413564,SRR413565,SRR413566,SRR413567,SRR413568,SRR413569,SRR413570,SRR413571,SRR413572,SRR413573,SRR413574,SRR413575,SRR413576,SRR413577,SRR413578,SRR413579,SRR413581,SRR413582,SRR413583,SRR413584,SRR413585,SRR413586,SRR413587,SRR413588,SRR413589,SRR413591,SRR413592,SRR413593,SRR413594,SRR413596,SRR413597,SRR413598,SRR413599,SRR413600,SRR413601,SRR413602,SRR413603,SRR413604,SRR413605,SRR413606,SRR413607,SRR413608,SRR413609,SRR413610,SRR413611,SRR413612,SRR413613,SRR413614,SRR413615,SRR413616,SRR413617,SRR413618,SRR413619,SRR413620,SRR413621,SRR413622,SRR413623,SRR413624,SRR413625,SRR413626,SRR413627,SRR413628,SRR413629,SRR413630,SRR413631,SRR413632,SRR413633,SRR413634,SRR413635,SRR413637,SRR413639,SRR413640,SRR413641,SRR413643,SRR413644,SRR413645,SRR413646,SRR413647,SRR413649,SRR413650,SRR413651,SRR413653,SRR413654,SRR413655,SRR413656,SRR413657,SRR413658,SRR413659,SRR413661,SRR413662,SRR413663,SRR413665,SRR413666,SRR413667,SRR413669,SRR413670,SRR413671,SRR413672,SRR413673,SRR413674,SRR413675,SRR413676,SRR413677,SRR413678,SRR413679,SRR413680,SRR413681,SRR413683,SRR413684,SRR413685,SRR413686,SRR413687,SRR413689,SRR413690,SRR413691,SRR413692,SRR413693,SRR413694,SRR413695,SRR413696,SRR413697,SRR413698,SRR413699,SRR413700,SRR413701,SRR413702,SRR413703,SRR413704,SRR413705,SRR413706,SRR413707,SRR413708,SRR413709,SRR413710,SRR413711,SRR413712,SRR413713,SRR413714,SRR413717,SRR413718,SRR413719,SRR413720,SRR413721,SRR413722,SRR413723,SRR413724,SRR413725,SRR413726,SRR413727,SRR413728,SRR413729,SRR413730,SRR413731,SRR413732,SRR413733,SRR413734,SRR413735,SRR413736,SRR413737,SRR413738,SRR413739,SRR413740,SRR413741,SRR413742,SRR413743,SRR413744,SRR413745,SRR413746,SRR413747,SRR413748,SRR413749,SRR413750,SRR413751,SRR413752,SRR413753,SRR413754,SRR413755,SRR413756,SRR413757,SRR413758,SRR413759,SRR413760,SRR413761,SRR413762,SRR413763,SRR413764,SRR413765,SRR413766,SRR413767,SRR413768,SRR413770,SRR413771,SRR413772,SRR413773"
SRP042293,human gut,SRR1426736
ERP012511,human gut,"ERR1039997,ERR1040011,ERR1040029,ERR1040038,ERR1040177,ERR1040181,ERR1040203,ERR1040239,ERR1040248,ERR1040255,ERR1040257,ERR1040280,ERR1040282,ERR1040318,ERR1040329,ERR1040330,ERR1040337,ERR1040341,ERR1040344,ERR1040347,ERR1040353,ERR1040356,ERR1040381,ERR1040394,ERR1040395,ERR1040398,ERR1040401,ERR1040403,ERR1040404,ERR1040408,ERR1040409,ERR1040410,ERR1040413,ERR1040414,ERR1040415,ERR1040417,ERR1040419,ERR1040421,ERR1040423,ERR1040424,ERR1040425,ERR1040426,ERR1040427"
DRP003130,human gut,DRR061343
SRP021021,human gut,"SRR826018,SRR826121,SRR826125,SRR826131,SRR826132,SRR826136,SRR826137,SRR826141,SRR826142,SRR826144,SRR826147,SRR826152,SRR826153,SRR826155,SRR826159,SRR826161,SRR826162,SRR826167,SRR826168,SRR826170,SRR826171,SRR826174,SRR826175,SRR826179,SRR826181,SRR826184,SRR826185,SRR826188,SRR826190,SRR826191,SRR826192"
SRP071327,human gut,"SRR3212984,SRR3212985,SRR3212986,SRR3212987,SRR3212988,SRR3212989,SRR3212990,SRR3212991,SRR3212992,SRR3212993,SRR3212994,SRR3212995,SRR3212996,SRR3213007,SRR3213008,SRR3213016,SRR3213018,SRR3213019,SRR3213020,SRR3213021,SRR3213022,SRR3213023"
